0:	     806448.089245
1:	     232099.833334
2:	     0.000000
3:	     110444.538214
4:	     2816260.324614
5:	     1270062.991478
6:	     2938051.990944
7:	     0.000000
8:	     52674.867366
9:	     1308657.988299
10:	     104119.725974
11:	     7715598.875026
12:	     1212393.584303
13:	     1257130.424187
14:	     0.000000
15:	     2800263.463272
16:	     2500252.339549
17:	     640327.125513
18:	     0.000000
19:	     965229.960545
20:	     9057432.153377
21:	     14326.829310
22:	     0.000000
23:	     693832.424377
24:	     585628.104117
25:	     1125158.531294
26:	     393971.633033
27:	     3875589.539917
28:	     0.000000
29:	     179104.514798
30:	     0.000000
31:	     3399850.276177
32:	     407650.735496
33:	     922574.110018
34:	     211557.183919
35:	     38496.221267
36:	     5151661.465143
37:	     2184622.779128
38:	     0.000000
39:	     0.000000
40:	     2571623.991448
41:	     2787889.177097
42:	     1951443.024512
43:	     551749.425500
44:	     3419139.062965
45:	     3657082.423567
46:	     0.000000
47:	     667371.676742
48:	     1300945.057676
49:	     691123.621361
50:	     316528.808871
51:	     0.000000
52:	     0.000000
53:	     9309838.748007
54:	     1326671.587257
55:	     606859.559730
56:	     0.000000
57:	     386548.864997
58:	     201220.353831
59:	     0.000000
60:	     1677663.767990
61:	     163374.374099
62:	     315393.809701
63:	     143451.000000
64:	     0.000000
65:	     0.000000
66:	     226851.989148
67:	     1290169.371979
68:	     1096700.035283
69:	     0.000000
70:	     1126734.181441
71:	     0.000000
72:	     6237522.212903
73:	     2139390.756277
74:	     3826426.873127
75:	     0.000000
76:	     1580415.235544
77:	     2731092.032507
78:	     113940.138992
79:	     238846.031794
80:	     127005.042702
81:	     261192.464281
82:	     775528.608637
83:	     224045.113848
84:	     2230778.429346
85:	     95634.000000
86:	     0.000000
87:	     0.000000
88:	     220299.859545
89:	     1271358.614937
90:	     67661.531840
91:	     402580.855910
92:	     495966.517452
93:	     0.000000
94:	     0.000000
95:	     33631.177890
96:	     959936.392997
97:	     1661597.633358
98:	     100988.808583
99:	     14437.174350
100:	     1827353.158235
101:	     3769518.191264
102:	     3785451.971152
103:	     2827234.957935
104:	     473506.506326
105:	     28919.034802
106:	     5963314.236991
107:	     0.000000
108:	     0.000000
109:	     906949.570937
110:	     0.000000
111:	     502828.560974
112:	     241111.919958
113:	     0.000000
114:	     0.000000
115:	     16648.515704
116:	     851162.283886
117:	     2631422.204970
118:	     0.000000
119:	     71089.351278
120:	     183423.178683
121:	     3361801.171825
122:	     402429.164520
123:	     0.000000
124:	     0.000000
125:	     405565.854135
126:	     293593.237201
127:	     131754.015721
128:	     0.000000
129:	     0.000000
130:	     957260.163305
131:	     0.000000
132:	     0.000000
133:	     1275515.432685
134:	     0.000000
135:	     297466.935308
136:	     0.000000
137:	     597497.084629
138:	     794305.156141
139:	     143451.000000
140:	     0.000000
141:	     3082580.894688
142:	     0.000000
143:	     603235.607103
144:	     4819802.380480
145:	     8123975.947340
146:	     1363741.283011
147:	     1582761.091069
148:	     449112.723292
149:	     0.000000
150:	     333898.164520
151:	     0.000000
152:	     1649061.211993
153:	     0.000000
154:	     68597.570695
155:	     0.000000
156:	     0.000000
